ID,ln(Alanine),Arginine,Asparagine,Aspartic_acid,ln(Glutamic_acid),ln(Glutamine),Glycine,-1/Isoleucine,Leucine,ln(Lysine),Phenylalanine,ln(Serine),Threonine,ln(Tyrosine),Area,Length,Width,Diameter,ln(KHI),Weight,-1/(500-HFN)
51,-0.931733142,0.076096503,1.337354058,1.784531822,-0.070171944,-2.69289066,0.189073262,-9.261280276,0.149108409,-1.579936864,0.158733449,-2.390829495,0.423980765,-1.728994889,19.63333333,7.033333333,3.5,3.048891835,4.303500185,31.41363921,-0.005464481
52,-1.083247376,0.058547019,1.190498235,1.407018765,-0.295596946,-2.43879692,0.159720074,-12.11535196,0.096087516,-1.937404936,0.136473035,-2.533536207,0.459087836,-1.758937742,21.46666667,7.433333333,3.633333333,3.308244563,4.111817518,35.81090974,-0.003669725
53,-0.937468652,0.06552132,1.36489097,2.102907761,-0.075100601,-2.549151147,0.185869035,-10.17845156,0.105660358,-1.869796916,0.155641512,-2.538320249,0.54533448,-1.679189733,21.06666667,7.333333333,3.7,3.140744233,4.207714951,35.1249294,-0.005319149
54,-1.018816201,0.067156675,1.175828274,1.222716221,-0.314475893,-2.452846222,0.235137823,-11.41613424,0.102021306,-1.996835589,0.137734433,-2.244580616,0.423334026,-1.501852815,22,7.2,3.9,3.38777789,4.183914829,37.39429229,-0.00309119
55,-0.521205425,0.094465956,1.663356725,3.021354472,0.247444993,-2.74679342,0.32446518,-7.915017596,0.164395674,-1.555396423,0.193783634,-2.11741877,0.573654171,-0.989758112,19.86666667,7.133333333,3.6,3.115919488,4.360106178,32.0159633,-0.007843137
56,-0.454825755,0.113026574,2.015652667,2.030708564,0.274500474,-1.302584132,0.298851632,-7.18414055,0.159472268,-1.468386202,0.193175223,-1.900185666,0.820082857,-1.266535877,23.63333333,7.566666667,4,3.704794559,4.172474577,44.37729789,-0.003134796
57,-0.575103638,0.100450092,1.647737793,1.982839373,0.294179427,-2.685640945,0.299379368,-8.648015146,0.170463319,-1.501301855,0.208330304,-2.048813478,0.524852133,-1.184924053,20.46666667,7,3.733333333,3.334839313,4.290068533,34.56975699,-0.006289308
58,-0.907772956,0.069998094,1.122067782,1.54649992,-0.072241779,-2.495671423,0.18631249,-11.38158007,0.105704878,-1.884903313,0.148680515,-2.45472542,0.340467969,-1.579921839,21.6,7.266666667,3.766666667,3.459183623,4.199488334,38.09700385,-0.007936508
59,-0.75572927,0.09001459,1.640387539,2.030805786,0.009883858,-2.42902413,0.259147412,-8.07583865,0.145921546,-1.651192065,0.186464938,-2.046752096,0.544334772,-1.135099887,21.5,7.266666667,3.766666667,3.2693557,4.180429187,35.36677178,-0.009615385
60,-0.873683294,0.073261741,1.371309602,2.156607195,-0.005876967,-2.539327453,0.204186012,-9.432552276,0.119913119,-1.798600772,0.159295205,-2.333499126,0.492263301,-1.258255482,21.03333333,6.933333333,3.833333333,3.289597845,4.308459159,34.10128267,-0.006849315
61,-0.833128674,0.07897678,1.267756726,1.926469248,0.036281179,-2.709763253,0.214908274,-9.752048701,0.132260249,-1.753123467,0.16387512,-2.337726886,0.413375709,-1.325264731,18.73333333,6.8,3.533333333,3.084502784,4.347087905,29.89413954,-0.009433962
62,-0.935810514,0.073256914,1.353602597,1.945142681,-0.080337704,-2.607767337,0.161252207,-9.684341222,0.122258282,-1.803876879,0.154408112,-2.36301671,0.40434709,-1.565795183,20.8,7.033333333,3.733333333,3.158795898,4.1623229,33.36662963,-0.005333333
63,-0.84006589,0.085440028,1.397629926,1.713754396,0.01745689,-2.089864254,0.191764969,-7.704423194,0.154181716,-1.662846416,0.168573153,-2.303460696,0.530007919,-1.543932098,19.16666667,6.8,3.566666667,3.130007435,4.371079746,32.24411634,-0.00617284
64,-0.927682239,0.080872148,1.497456108,1.912945274,-0.006117462,-2.590330447,0.213526965,-9.955593969,0.113278407,-1.695015616,0.143885185,-2.278303296,0.469333757,-1.451334734,19.16666667,6.8,3.566666667,3.072136067,4.224828864,29.20968023,-0.00921659
65,-0.787758653,0.078972103,1.219357039,2.449538333,-0.129374595,-2.26032554,0.206587008,-9.215653942,0.137391507,-1.70339115,0.153521051,-2.269520144,0.356245212,-1.161787953,19.73333333,6.866666667,3.6,3.075356468,4.208138142,32.19696481,-0.006872852
66,-0.94315908,0.074497466,1.35229675,1.39345974,-0.24699585,-2.317349746,0.178813629,-9.6699904,0.126742007,-1.765140193,0.147294638,-2.344608705,0.471730948,-1.441918248,20.8,7.166666667,3.6,3.20507433,4.2105828,35.25725825,-0.008810573
67,-0.870019958,0.079626038,1.252462722,1.806675001,0.016366497,-2.87322417,0.213729062,-10.09074384,0.133690336,-1.695216021,0.14710639,-2.376599322,0.419745441,-1.641459329,19.96666667,7.133333333,3.533333333,3.263321927,4.274075265,34.35073,-0.010416667
68,-0.90103044,0.086471435,1.196601954,1.673649452,-0.248169173,-2.538769749,0.214202492,-9.359652539,0.149928224,-1.645578077,0.143637686,-2.067943475,0.346103236,-1.1213759,21,7.133333333,3.733333333,3.182448229,4.181172746,33.16737596,-0.010928962
69,-0.835147495,0.092575453,1.345554829,1.936235437,-0.037876385,-2.510076739,0.283655903,-10.27404463,0.141686605,-1.557441907,0.142361081,-1.978842001,0.586761492,-1.048587564,20.26666667,7.266666667,3.5,2.819499743,4.262862779,28.43700182,-0.006968641
70,-0.815915381,0.087771134,1.19559695,1.911196792,-0.136707478,-2.684178643,0.21461777,-8.51744856,0.168230636,-1.624719356,0.160175633,-2.292202885,0.406899394,-1.438364138,21.9,7.566666667,3.7,3.266992346,4.235838134,35.89760803,-0.006289308
71,-0.62596973,0.097996364,1.497585871,2.002953116,0.041414008,-2.553287256,0.281807041,-9.785612208,0.149025956,-1.558889737,0.145839059,-1.994542813,0.506464607,-1.260419693,19.16666667,6.9,3.5,3.120223062,4.352530968,31.50337934,-0.010050251
72,-0.750215762,0.106090882,1.170565791,2.040505237,-0.03487035,-2.300586641,0.231914964,-8.517730704,0.176092825,-1.502967639,0.17265237,-1.99172824,0.522490133,-1.347282362,19.3,6.833333333,3.6,3.085339502,4.282215139,31.03642612,-0.008264463
73,-0.742865392,0.10951671,1.414012889,1.613654976,-0.027440227,-2.214734586,0.25157971,-9.682063966,0.154665442,-1.465540866,0.140817338,-1.84879342,0.578023677,-1.328728821,20.23333333,7.2,3.566666667,3.133607052,4.277632303,32.88142405,-0.006734007
74,-0.875521358,0.085463615,1.229298316,1.292533686,-0.221352688,-2.303587085,0.19765733,-9.959158189,0.115139797,-1.710950978,0.109976034,-2.001209442,0.537246459,-1.363845951,20.16666667,7,3.7,3.329825222,4.142861235,35.25421617,-0.005714286
75,-0.840373402,0.105219484,1.419065686,2.271746067,-0.016027566,-1.986235407,0.220769813,-7.889419124,0.146873859,-1.600607,0.138353902,-1.728360557,0.559922524,-1.178643877,19.6,6.966666667,3.666666667,3.362027388,4.19433519,35.43065468,-0.010416667
76,-0.808333801,0.115699785,1.625908213,2.22187676,0.157282778,-2.351084914,0.247802602,-8.944515907,0.164542316,-1.584491649,0.148744621,-1.730315735,0.547614099,-1.224943521,18.33333333,6.9,3.4,2.887529546,4.292778816,28.40962334,-0.008064516
77,-0.551864657,0.118495471,2.171919474,1.992705184,0.243906844,-1.202443052,0.276684111,-6.155893055,0.165746681,-1.519238041,0.136057481,-1.574176348,0.986899715,-0.915784105,19.16666667,6.866666667,3.533333333,2.886107082,4.353567294,29.26747913,-0.006688963
78,-0.582763784,0.106051949,1.721302355,2.051250761,0.256631897,-1.404817182,0.241639708,-4.759740938,0.19272293,-1.509825034,0.164808836,-1.777830558,0.971374155,-0.915691824,19.93333333,6.8,3.7,3.150620513,4.215428691,32.05855186,-0.006896552
79,-0.829042946,0.056979815,1.122553724,1.985558883,-0.035595271,-2.280399943,0.179929128,-7.255624947,0.130797089,-1.770118016,0.125607044,-2.381055542,0.515797906,-1.22700482,19.8,6.866666667,3.633333333,2.890682707,4.252939963,30.13598182,-0.007936508
80,-0.888829507,0.053812557,0.901094744,1.005227561,-0.437894942,-3.063003827,0.198781609,-11.33208359,0.111326881,-1.678236738,0.102038427,-2.547886335,0.400611014,-1.175836577,18.16666667,6.466666667,3.6,3.164314496,4.346989852,30.08274606,-0.003838772
81,-0.971315255,0.055225917,1.037635317,1.678203629,-0.391090598,-3.100470872,0.155942365,-11.85652209,0.112965821,-1.782988467,0.115991765,-2.508092099,0.413182038,-1.215693885,22.46666667,7.4,3.833333333,3.462040492,4.073626945,39.85834562,-0.007017544
82,-0.84643713,0.066576286,1.075716075,1.520942412,-0.146240521,-2.555433343,0.189770497,-9.846806438,0.139408665,-1.580790069,0.131637865,-2.35902522,0.515433081,-1.274103037,21.76666667,7.4,3.766666667,3.296533408,4.220658652,37.40341846,-0.005434783
83,-0.799134457,0.071989338,1.583349227,1.667637096,-0.303914078,-2.044482412,0.210482403,-8.12380477,0.157296466,-1.458287002,0.13233326,-2.261761108,0.670889614,-1.300958983,21.2,7.066666667,3.833333333,3.319164009,4.232227626,36.15770249,-0.005181347
84,-0.866696146,0.063420006,1.068664357,1.080624778,-0.320340926,-2.695283488,0.202061488,-11.33356815,0.147355788,-1.542646691,0.128064261,-2.426663568,0.826813503,-1.085332717,20,6.833333333,3.733333333,3.229990013,4.329707775,33.25407409,-0.003875969
85,-0.615814146,0.081252427,1.334093888,2.080466095,-0.172573183,-1.983318049,0.229973132,-7.004481902,0.181686006,-1.477382012,0.16029478,-2.023266114,0.593138625,-0.752635124,19.13333333,6.966666667,3.466666667,3.033851072,4.301476838,30.27439468,-0.004056795
86,-0.573170347,0.078212567,1.233619279,1.704541961,-0.144735848,-2.094646124,0.217029472,-9.092334604,0.166537121,-1.510379507,0.1419196,-2.110058188,0.547550153,-0.940379145,21.16666667,7.2,3.733333333,3.40108712,4.317374053,37.0596678,-0.008333333
87,-0.883617421,0.067836978,1.052314305,1.574940179,-0.257961211,-2.7788096,0.190146505,-10.91710196,0.154178244,-1.550819047,0.139699342,-2.326620267,0.531642782,-1.183717077,20.8,7.1,3.7,3.304126336,4.185117058,35.02454221,-0.007326007
88,-0.800580677,0.065835589,0.798176085,2.299963049,-0.144279248,-2.754048821,0.214213839,-9.818251403,0.159780055,-1.682405786,0.146781518,-2.294636041,0.4234267,-0.967706571,18.33333333,6.766666667,3.5,2.803186073,4.284069463,27.31296754,-0.008733624
89,-0.731513376,0.070072947,1.348959128,1.945175698,-0.198260998,-1.970415994,0.209697037,-7.98459803,0.139440044,-1.693584292,0.126946682,-2.231252454,0.52127002,-1.176009698,20.26666667,7,3.733333333,3.266016608,4.310254231,34.03587869,-0.005076142
90,-0.559252584,0.081581972,2.025683085,0.95654883,-0.183062028,-1.066639191,0.275360833,-8.933213988,0.131334687,-1.446360636,0.122794777,-1.98936132,0.932624914,-1.191960953,24.06666667,7.566666667,4,3.550042528,4.695197979,42.86236123,-0.003016591
91,-0.871079113,0.065734847,1.300864591,2.162706206,-0.229166485,-2.600935874,0.194748058,-9.913544474,0.137807047,-1.642794158,0.134497604,-2.266977428,0.627763303,-1.248230503,21.23333333,7.2,3.733333333,3.396183334,4.166152794,36.01168465,-0.008888889
92,-0.753072413,0.071661285,1.599589235,1.823602851,0.039232148,-2.713102548,0.234358915,-9.274726325,0.154644458,-1.732435009,0.133400022,-2.224915053,0.59394932,-0.953928279,18.16666667,6.6,3.466666667,2.910576491,4.421904554,26.55245722,-0.006644518
93,-0.481555803,0.086618221,1.382545059,1.68724959,-0.053242551,-1.779782903,0.222006274,-7.531440923,0.149355328,-1.65645642,0.125667502,-1.868586537,0.434717611,-0.97695288,19.96666667,6.966666667,3.7,3.146301746,4.394257021,32.21369609,-0.003891051
94,-0.887837708,0.079109646,1.274813375,2.152077481,-0.179169015,-2.089010353,0.185652636,-7.221192849,0.165813915,-1.633144076,0.152765699,-2.014171516,0.499108876,-0.977887728,20.8,6.966666667,3.766666667,3.103436153,4.118621013,32.94378592,-0.007936508
95,-0.829028383,0.068761924,1.433377412,1.828854769,-0.038012781,-2.538527755,0.205096872,-9.712839134,0.147685248,-1.662940746,0.134930917,-2.218800947,0.567572181,-0.892012281,19.1,6.8,3.533333333,3.079517415,4.297482159,30.22420114,-0.007604563
96,-0.717094974,0.071428593,1.34505776,2.575015794,-0.039615449,-2.380788761,0.213242306,-8.972533397,0.162326461,-1.733699166,0.147813445,-2.18122644,0.470448497,-1.036867496,19.36666667,6.933333333,3.533333333,2.925917153,4.323371051,29.29029437,-0.009569378
97,-0.785846065,0.078997649,1.329427976,1.930023687,-0.117480564,-1.867066373,0.200677266,-7.662603022,0.143716674,-1.631829263,0.139887104,-2.064318017,0.67575043,-1.077997165,22.83333333,7.366666667,3.9,3.198496957,4.007349293,36.63073986,-0.007352941
98,-0.785582036,0.072440999,1.399409065,1.743891345,-0.195613036,-2.020364998,0.180157375,-8.521012903,0.166911136,-1.690658185,0.145219043,-2.085336274,0.573897907,-1.052678325,22.5,7.266666667,3.9,3.522646552,4.199395394,40.43329146,-0.007968127
99,-0.715624825,0.07749546,1.238215897,1.705464471,-0.218896395,-2.284377571,0.206168032,-6.879900751,0.190857173,-1.597159452,0.162781408,-1.980371689,0.609619306,-0.941609394,20.23333333,7.066666667,3.633333333,2.992031148,4.214746741,31.70719609,-0.006116208
100,-0.955519577,0.057965741,1.272448364,1.225360419,-0.362989503,-2.245848396,0.179294075,-10.44131906,0.119855541,-1.87638636,0.109803051,-2.400794318,0.605308277,-1.252118293,20.83333333,7,3.766666667,3.093608535,4.185208991,32.80993614,-0.005319149
101,-1.014960108,0.058261688,0.933340393,1.088933773,-0.473175766,-2.81227065,0.165456175,-11.72779933,0.150224187,-1.811448013,0.126704533,-2.47763153,0.443061539,-1.711630429,20.66666667,7.033333333,3.766666667,3.522587781,4.324829651,36.64747119,-0.003773585
102,-0.852142319,0.070923689,1.104974988,1.630244835,-0.316679859,-2.447619871,0.175298511,-10.10330886,0.168979054,-1.582965066,0.145242505,-2.213983118,0.518140787,-1.459990547,21.73333333,7.366666667,3.7,3.334568179,4.17995377,36.38433459,-0.007272727
103,-0.633416809,0.080879334,1.411558243,1.388847534,-0.014931285,-1.971077409,0.228832869,-7.557910201,0.164239115,-1.469273408,0.143907347,-2.038357097,0.733568594,-1.329760614,20.23333333,6.9,3.766666667,3.193377467,4.280291555,32.89815535,-0.003921569
104,-0.589009127,0.088372651,1.18316716,1.049553036,-0.201127291,-1.968100344,0.220221297,-9.261312784,0.191034511,-1.351950571,0.148773541,-1.913429024,0.692581892,-1.106055054,18.96666667,6.7,3.533333333,3.036955769,4.376470416,28.74424794,-0.002989537
